Name,Company,Registration No,Brand,Service,Region,Inspector,Phone,Image,Detail Link
«Compote»,«Хамза» ЖК,№ 000609/1,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,СҚО,Аманжолов Мақсат,+7 775 213 24 96,https://halaldamu.kz/storage/app/uploads/public/64f/570/eeb/thumb_6492_278_202_0_0_auto.jpeg,https://halaldamu.kz/kk/m/hamza-zhk
«BIZDIN ET»,«Дүйсен Н.К.» ЖК,№ 000358/2,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ет дүкені,Астана қаласы,Дулат Қадырұлы,+7 775 447 57 34,https://halaldamu.kz/storage/app/uploads/public/68f/233/07e/thumb_12896_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/0003582
«BIZDIN ET»,«Дүйсен Н.К.» ЖК,№ 000358/1,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ет дүкені,Астана қаласы,Дулат Қадырұлы,+7 775 447 57 34,https://halaldamu.kz/storage/app/uploads/public/68f/233/1b5/thumb_12897_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/djsen-nk-zhk
«Maki Maki»,«Базарбаев» ЖК,№ 000578,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Маңғыстау облысы,Іздібай Бегенұлы,+7 702 141 85 43,https://halaldamu.kz/storage/app/uploads/public/68f/852/b00/thumb_13047_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/bazarbaev-zhk
«Izumi Sushi»,«Айтпаев Нурлан Асылханович» ЖК,№ 000642/1,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Астана қаласы,Дулат Қадырұлы,+7 702 467 0697,https://halaldamu.kz/storage/app/uploads/public/64e/c19/3f9/thumb_6439_278_202_0_0_auto.png,https://halaldamu.kz/kk/m/ajtpaev-n-zhk01
«Izumi Sushi»,«Айтпаев Нурлан Асылханович» ЖК,№ 000642,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Астана қаласы,Дулат Қадырұлы,87024670697,https://halaldamu.kz/storage/app/uploads/public/64e/c17/37a/thumb_6436_278_202_0_0_auto.png,https://halaldamu.kz/kk/m/ajtpaev-n-zhk1
"«SULU», «TAZA», «SULU Kazakhstan»",«Адал Плэнт» ЖШС,№ 000164,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Залалсыздандырушы және жуғыш заттар,Алматы қаласы,Терликбаев Омиржан,+7 700 521 38 48,https://halaldamu.kz/storage/app/uploads/public/64f/ea3/b5e/thumb_6546_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/adal-plent-zhshs11
«Shoq doner»,«SAF ALASH FOOD» ЖШС,№ 000392/2,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Алматы қаласы,Терликбаев Омиржан,+7 778 979 78 93,https://halaldamu.kz/storage/app/uploads/public/64e/84e/d08/thumb_6434_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/saf-alash-food-zhshs1
"«TAMASHA!», «МЯСНАЯ ЛАВКА», «НУРЛЫ-КУС»",ТОО «NAURYZ AGRO KZ»,№ 000743,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Құс фабрикасы,Алматы облысы,Жұмабеков Жанәбіл,+7 702 771 12 41,https://halaldamu.kz/storage/app/uploads/public/64f/ea4/714/thumb_6548_278_202_0_0_auto.png,https://halaldamu.kz/kk/m/too-nauryz-agro-kz
«AiCake» «Tatti&Damdi»,ИП «Асанова Ж.Х.»,№ 000597,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Кондитерлік өнімдері,Маңғыстау облысы,Іздібай Бегенұлы,+7 777 781 50 81,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/musaev-po-zhk
«Sigara Borek - больше чем вкус»,«Sigara Borek Kazakhstan» ЖШС,№ 000569,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Жартылай фабрикаттар,Алматы облысы,Жұмабеков Жанәбіл,8778 002 40 12,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/sigara-borek-kazakhstan-zhshs
«Haewon Biotech Inc»,«МЕРИДИАН ЛОГИСТИК» ЖШС,№ 000533,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Профилактика,Алматы қаласы,Терликбаев Омиржан,+7 702 142 27 77,https://halaldamu.kz/storage/app/uploads/public/64f/ea5/ea9/thumb_6558_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/meridian-logistik-zhshs
«Maki Maki»,«Кобенов Н.Р.» ЖК,№ 000486,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Ұлытау облысы,Дархан Бейсенбаев,8778 164 04 02,https://halaldamu.kz/storage/app/uploads/public/68f/852/d00/thumb_13049_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/zhanabaev-sk-zhk
«ISKO»,OOO «ISKO»,№ 000385,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Кондитерлік өнімдері,Өзбекстан Республикасы,Сарыбаев Қазбек,998957010000,https://halaldamu.kz/storage/app/uploads/public/674/d5b/336/thumb_10080_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/mir-shashlykov-zhk
«Ладушки»,ТОО «Ладушки»,№ 000155*,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Кондитерлік өнімдері,Шымкент қаласы,Сарыбаев Қазбек,8 707 983 9697 / 8775 350 87 82,https://halaldamu.kz/storage/app/uploads/public/673/aea/430/thumb_9915_278_202_0_0_auto.png,https://halaldamu.kz/kk/m/amankeldi-atynday-zhshs
«PREMIER FARM»,«Кабижанова А.С.» ЖК,№ 000149*,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ет дүкені,Астана қаласы,Дулат Қадырұлы,+7 701 406 88 31,https://halaldamu.kz/storage/app/uploads/public/64f/ea6/8b7/thumb_6559_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/kabizhanova-s-zhk
–,«ParadigmBuild» ЖШС,№ 000324,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ет дүкені,Алматы қаласы,Терликбаев Омиржан,8 707 684 5858,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/ooo-almerro-group
"«АлмаМит», «АлмаТекс»",ТОО «Алма Групп Лтд»,№ 000391,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тағам қоспалары,Қарағанды,Амангелді Асқаров,87476078765,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/chp-alma-veko-fud
«SattiTatti»,«Каримова» ЖК,№ 000417,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Жартылай фабрикаттар,Астана қаласы,Дулат Қадырұлы,8 776 437 83 03 / 8 747 666 95 36,https://halaldamu.kz/storage/app/uploads/public/68e/cff/3f5/thumb_12883_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/ooo-murot-chocolate
«Достар»,«СУЛТАНОВА Н.Е.» ЖК,№ 000490,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Қарағанды,Амангелді Асқаров,+77023428568,https://halaldamu.kz/storage/app/uploads/public/683/59d/ecd/thumb_11725_278_202_0_0_auto.jpeg,https://halaldamu.kz/kk/m/sultanova-ne-zhk
«Адал Food»,«Рахымгалиев» ЖК,№ 000623,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,ШҚО,Данияр Бақзейнелұлы,+7 776 440 92 00,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/ahmetova-zhk
«MAK»,ТОО «Sweеt Trade Ltd»,№ 000547,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Кондитерлік өнімдері,Алматы қаласы,Терликбаев Омиржан,+7 771 191 66 20,https://halaldamu.kz/storage/app/uploads/public/64e/30e/448/thumb_6398_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/too-tamas-development
«Жастык»,"ТОО Агрокомплекс, «Жастык» Уральский хлебзавод",№ 000669,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Сүт өнімдері,БҚО,Асылбеков Асхат,8 771 250 45 83,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/utarova-zhk
«Maki Maki»,«Жанабеков.С.К.» ЖК,№ 000672,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Қарағанды,Амангелді Асқаров,,https://halaldamu.kz/storage/app/uploads/public/68f/852/86e/thumb_13045_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/hs-food-ejches-fud-zhshs
«Дәмді ет»,«Акнур» ЖК,№ 000686,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ет дүкені,Астана қаласы,Дулат Қадырұлы,+7 747 308 44 96,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/ibrahim-zhk
«Көк-Сарай»,«Воробьев Д.Н.» ЖК,№ 000712,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Шымкент қаласы,Сарыбаев Қазбек,+7 707 319 60 79,https://halaldamu.kz/storage/app/uploads/public/64f/ea8/2e5/thumb_6560_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/vorobev-dn-zhk
«COFFEE ORIGINAL»,«Демеуова Айжан Маратовна» ЖК,№ 000648,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Астана қаласы,Дулат Қадырұлы,8777 306 0000 / 8747 353 84 68,https://halaldamu.kz/storage/app/uploads/public/64d/f42/f2b/thumb_6388_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/coffee-original-respublica-zhshs
«Волынка»,ТОО «ABAY AGRO»,№ 000649,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Шұжық өндірісі,Қарағанды,Амангелді Асқаров,+7 701 525 21 57,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/too-abay-agro
«QAZYNA»,ТОО «Фирма «АЛ и КС»,№ 000651,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ұн өндірісі және нан өнімдері,Астана қаласы,Дулат Қадырұлы,+7 777 772 47 57,https://halaldamu.kz/storage/app/uploads/public/64f/ea9/084/thumb_6561_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/too-firma-al-i-ks
«Сәнді macarons»,ТОО «Сәнді macarons»,№ 000658,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Кондитерлік өнімдері,Астана қаласы,Дулат Қадырұлы,+7 702 858 22 24,https://halaldamu.kz/storage/app/uploads/public/64d/f40/661/thumb_6385_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/too-sndi-macarons
«Maki Maki»,«Абилдаев Е.Б» ЖК,№ 000673,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Қарағанды,Амангелді Асқаров,8702 962 84 93,https://halaldamu.kz/storage/app/uploads/public/68f/852/793/thumb_13044_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/abildaev-eb-zhk
«Chikodelli»,ТОО «Прима Кус»,№ 000840/1,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Шұжық өндірісі,Алматы облысы,Жұмабеков Жанәбіл,+77273 396 411 +77717717774,https://halaldamu.kz/storage/app/uploads/public/64d/5bf/119/thumb_6367_278_202_0_0_auto.png,https://halaldamu.kz/kk/m/too-prima-kus1
«Алаш»,«АЙТКАЛИЕВА» ЖК,№ 000619,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Жетісу облысы,Ордыбай Мұхаммед,+7 708 764 64 87 8 771 666 72 20,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/ajtkalieva-zhk
«Shipa»,«Озар Фарм» ЖШС,№ 000527,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Профилактика,Алматы облысы,Жұмабеков Жанәбіл,+7 727 22 56 703,https://halaldamu.kz/storage/app/uploads/public/68e/364/662/thumb_12747_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/ozar-farm-zhshs
«OKADZAKI»,«OKADZAKI» тамақтану желісі,№ 000690/10,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Астана қаласы,Дулат Қадырұлы,8 701 471 08 18,https://halaldamu.kz/storage/app/uploads/public/64d/4a7/389/thumb_6316_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/okadzaki-tamatanu-zhelisi10
«Ecbi Tofu»,«Жизнь для здоровья» ЖК,№ 000069*,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тағам қоспалары,Қарағанды,Амангелді Асқаров,,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/burger-original-zhk
«OKADZAKI»,«OKADZAKI» тамақтану желісі,№ 000690/9,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Астана қаласы,Дулат Қадырұлы,+7 701 471 08 18,https://halaldamu.kz/storage/app/uploads/public/64c/b4e/eac/thumb_6233_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/okadzaki-tamatanu-zhelisi9
«bari_qoldan»,«Бекәлі» ЖК,№ 000078,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Жартылай фабрикаттар,Астана қаласы,Дулат Қадырұлы,+7707 875 87 50,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/ajmaganbetova-zhk
"«Wurstmeister», «Kingspi»",«Технология Плюс Казахстан» ЖШС,№ 000529,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тағам қоспалары,Алматы қаласы,Терликбаев Омиржан,8 777 170 47 17 / 8 771 106 04 41,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/expo-food-qz-zhshs
«Тағам» асханалар желісі,«Halal Food» ЖК,№ 000042,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Қызылорда облысы,Шарапатова Перизат,+7 771 078 55 70,https://halaldamu.kz/storage/app/uploads/public/64b/513/0f8/thumb_6156_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/nrbol-zhk
«Алтын таға»,ТОО «Компания «Алтын-Қазық»,№ 000088/1,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Шұжық өндірісі,Ақмола облысы,Муталов Науан,8 7755150112,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/too-kompaniya-altyn-azy
«Ali doner»,«Эртаев» ЖК,№ 000541/7,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Шымкент қаласы,Сарыбаев Қазбек,87075355835,https://halaldamu.kz/storage/app/uploads/public/649/e7a/e86/thumb_6067_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/ertaev-zhk7
«Ali doner»,«Эртаев» ЖК,№ 000541/6,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Шымкент қаласы,Сарыбаев Қазбек,87075355835,https://halaldamu.kz/storage/app/uploads/public/649/e7a/e6c/thumb_6066_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/ertaev-zhk6
«Ali doner»,«Эртаев» ЖК,№ 000541/5,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Шымкент қаласы,Сарыбаев Қазбек,+77075355835,https://halaldamu.kz/storage/app/uploads/public/649/e7a/e2d/thumb_6065_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/ertaev-zhk5
«Ali doner»,«Эртаев» ЖК,№ 000541/4,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Шымкент қаласы,Сарыбаев Қазбек,+77075355835,https://halaldamu.kz/storage/app/uploads/public/649/e7a/e04/thumb_6064_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/ertaev-zhk4
«Ali doner»,«Эртаев» ЖК,№ 000541/3,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Шымкент қаласы,Сарыбаев Қазбек,+77075355835,https://halaldamu.kz/storage/app/uploads/public/649/e7a/ddb/thumb_6063_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/ertaev-zhk3
«Ali doner»,«Эртаев» ЖК,№ 000541/1,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Шымкент қаласы,Сарыбаев Қазбек,87075355835,https://halaldamu.kz/storage/app/uploads/public/649/e78/ed0/thumb_6060_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/ertaev-zhk1
«Burya Sushi»,«Елжан» ЖК,№ 000865/1,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Жамбыл облысы,Аблайхан Кәріпбаев,+7 747 796 79 84,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/ip-sd1
«Pak Sushi»,«Елжан» ЖК,№ 000865,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Жамбыл облысы,Аблайхан Кәріпбаев,8747 796 79 84,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/ip-sd
"«Конфетки-бараночки», «SLADESSO»",ИП «Рябкова»,№ 000948,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Кондитерлік өнімдері,Алматы қаласы,Терликбаев Омиржан,8727 377 0273 / 8707 721 38 12,https://halaldamu.kz/storage/app/uploads/public/668/246/0aa/thumb_8761_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/ip-ryabkova
